,APD,BLDP.TO,LONN.S,ITM.L,SQM,AIRP.PA,PH,RB.L,RIO.L,DXCM.O,AAPL.O,GPN,ITRI.O,NVDA.O,MSFT.O,NESN.S,ROG.S,AZN.L,ASML.AS,SAPG.DE,DGE.L,UNA.AS,ALVG.DE,OREP.PA,IBE.MC,SASY.PA,LVMH.PA,TOTF.PA,NOVOb.CO,ULVR.L,ZURN.S,SCHN.PA,BASFn.DE,ADSGn.DE,REL.L,SGEF.PA,PRTP.PA,DANO.PA,NG.L,PHG.AS,VOD.L,ABI.BR,PRU.L,ABBN.S,ESLX.PA,PERP.PA,GIVN.S,ITX.MC,MUVGn.DE,LSE.L,DB1Gn.DE,CPG.L,AD.AS,EXPN.L,SRENH.S,HRMS.PA,IFXGn.DE,ATCOa.ST,SIKA.S,BBVA.MC,EONGn.DE,INVEb.ST,DSMN.AS,HEIN.AS,BARC.L,ENGIE.PA,WLSNc.AS,KNEBV.HE,DSV.CO,VIV.PA,VOLVb.ST,DAST.PA,NDASE.ST,NOKIA.HE,BMWG.DE,ASSAb.ST,INGC.PA
7/31/2009,0.071763301,-0.077348289,0.045525743,0.519201263,0.174632962,-0.035081859,0.189945164,0.065161384,0.180388299,-0.002895345,0.055279564,-0.083181898,0.082023017,-0.237509582,0.041098968,0.016932675,-0.034312145,0.106252027,0.045571302,0.069512411,0.123919017,0.146680895,0.033844995,0.061285463,0.046035428,0.053331753,0.167676333,0.133703238,0.144223595,0.154561688,0.085214183,0.025415627,0.121854714,-0.038571484,0.076192025,0.141268251,0.055056582,0.062202583,0.127296314,0.150204138,0.027091643,0.169286568,0.310368662,0.044265599,0.119141345,0.180333046,0.09286963,0.000198379,-0.000517148,0.211160358,0.26744059,0.128249501,0.020050686,0.070514128,0.451514794,0.144932278,0.566669141,0.158891955,0.121360857,0.172064269,0.064173055,0.11992431,0.201301795,0.104567202,0.589401813,0.030915154,0.077742175,0.226915126,0.423062005,-0.071771934,0.069508394,0.020332853,0.28940325,0.074873924,-0.010220972,0.261810467,0.015702165
8/31/2009,-0.006599583,-0.170179865,-0.041730672,-0.122216085,-0.004629658,0.043484424,-0.089428415,0.048956628,-0.029701843,0.303309981,0.044796762,0.163023241,0.098437975,0.151003611,0.10616134,-0.031605339,-0.010320009,0.076755102,-0.001567453,-0.062866083,0.016026573,-0.043253968,-0.083617777,-0.058444662,-0.05745097,0.07073996,-0.072899283,-0.074393016,-0.001784038,0.003689073,-0.017400644,-0.020578896,0.008470709,0.050687766,-0.070342127,-0.096393841,-0.054736336,-0.069599648,-0.06138983,-0.082885071,-0.008495166,-0.01437799,-0.075091079,-0.008225663,-0.021909577,-0.082771503,-0.068531916,0.050160531,-0.03599275,0.065142118,-0.030781976,0.000455011,-0.052486638,-0.019859496,0.00601917,-0.105884614,0.095541543,-0.051613706,0.076961041,-0.014496341,0.036293578,-0.083702021,-0.100352005,-0.046018307,-0.006834404,0.018359343,-0.122150247,-0.018079638,-0.066976794,-0.05980832,-0.086205151,0.082356604,-0.071351189,0.001668842,0.07509875,-0.049171702,0.03987135
9/30/2009,0.027976328,0.210882133,0.048068403,-0.113798131,-0.017646793,0.032158708,0.053725182,0.031573413,0.081395265,-0.130190001,0.10070009,0.046788221,-0.032322959,0.082368218,0.025525697,0.086841468,0.05056689,0.022779996,0.149130708,0.059762135,0.029302714,0.079094681,0.073853186,0.023896177,0.021538179,-0.064778656,0.058364565,0.010460719,0.039385264,0.017409386,0.014351861,0.108565511,0.104411946,0.033910449,0.018304959,0.061971278,0.117048557,0.03904624,0.038690156,0.124993968,-0.079591375,0.121107416,0.005833904,0.042166223,0.081742138,0.126731168,0.049932369,0.066779218,0.046361745,-0.01900831,-0.001331906,0.019100655,0.027796214,-0.023688592,0.012469666,0.089218693,0.314651238,0.098930235,0.062386736,0.1696429,-0.006556289,0.068943894,0.035374508,0.118015375,0.147822773,-0.010066601,0.068238867,0.053039614,0.042757949,0.010562798,0.098625346,-0.072257924,0.087084677,-0.142527846,0.058041004,0.069541028,-0.045890171
10/30/2009,0.10260595,-0.115464381,-0.045231522,0.808486025,-0.004525256,0.097786723,0.066647449,-0.02941476,0.060125673,0.391445102,0.092698607,0.052796356,-0.052278685,0.122312771,-0.013562037,0.011614532,0.102397551,0.00683055,0.103802667,0.084728369,0.077655968,0.064363604,0.096849066,0.11516936,0.082160865,0.055069552,0.104536215,0.013652446,0.068901126,0.091168209,0.13898722,0.146290165,0.121571791,0.17492553,-0.104392146,0.094942099,0.264323742,0.030170448,0.039808705,0.106419847,0.140664151,0.066443932,0.251691112,0.149723223,0.050593764,0.075601061,0.140357358,0.060337607,0.029001846,0.120124305,-0.058537795,-0.091470851,0.010977112,0.140044204,0.247836164,0.017022493,0.167944323,0.206749551,0.128131587,0.195591947,0.196492909,0.184577882,0.069334585,0.042347657,0.106473103,0.125191753,0.06482574,0.100999112,0.12720855,0.035757931,0.281937304,0.148710434,0.202495893,-0.057510547,0.120919282,0.139028842,0.191866811
11/30/2009,0.011921083,0.134909148,0.059568685,-0.14986153,0.047787197,0.053315201,0.064842163,0.031261613,0.055250394,-0.069803354,0.059253793,0.037251796,0.185352273,0.059364733,0.0112205,0.023734569,0,-0.045826276,0.071897206,0.035180865,-0.027223187,-0.018973655,0.079245076,0.100182246,0.093071497,0.072233669,0.050448183,0.047099506,0.032734122,-0.020235797,0.072588407,0.065994068,0.005603879,0.086476455,0.063900184,0.081643745,0.076835656,0.109686013,-0.014491732,0.041934166,0.016800108,0.094820978,0.020160406,0.048742592,-0.01125189,0.036227717,0.049042085,0.060289429,0.023459467,0.053793049,0.071981982,0.047927592,-0.006561202,-0.069489019,-0.039456233,0.003791736,0.058533606,-0.01705793,0.025190249,0.007316447,-0.038319237,-0.055381238,0.123722666,0.115894126,0.00725583,0.057928533,0.051993104,0.01169146,0.162782406,0.093392934,-0.002260383,0.074642035,-0.042193794,0.201526287,0.052356869,-0.024076376,0.123924743
12/30/2009,-0.002780414,0.216899582,-0.037158783,-0.18111825,-0.035936401,-0.021761073,0.026063059,0.002607387,0.108997194,-0.087863765,0.079456141,0.083282032,-0.147678793,-0.164904017,0.078788901,0.046704523,-0.04491046,-0.028264792,-0.004099052,-4.60E-05,-0.037546068,0.077809232,-0.00123403,0.017477788,-0.081764204,0.022176986,0.043091938,0.014001191,-0.020145542,0.065729695,0.042139084,0.018484831,0.071458844,-0.03535112,-0.057791205,-0.056295459,-0.089962158,-0.007877637,-0.059977516,0.05411357,-0.032287869,0.041855627,0.09341187,0.024437306,0.011012413,0.014930547,-0.050365712,-0.024141526,0.055411191,-0.000296425,0.021978063,0.084493308,0.013822358,0.092917305,0.041556633,-0.030413925,-0.035303023,0.039837144,-0.012875714,0.035310473,-0.068092763,-0.020939189,0.13859636,-0.067822616,-0.040868112,-0.058446077,0.052444321,0.049644696,-0.027484125,-0.055420732,0.069100429,-0.021545691,0.045656833,-0.199645347,0.045643604,0.014831073,-0.016792415
1/29/2010,0.023762059,-0.122633312,-0.285529881,-0.071639178,0.026539824,0.013612236,-0.042897398,0.041790927,0.069439632,-0.022065628,-0.010827446,-0.009986011,0.076249437,-0.010113346,0.064612369,0.028224685,0.009882724,-0.005636797,0.004940201,-0.071592427,0.084365068,-0.006315249,-0.006767276,0.043282652,0.017096982,-0.032719477,-0.005028168,-0.021423569,0.027155681,-0.021807624,-0.124965729,0.021041919,0.017673583,0.017414928,0.036702317,0.000364826,0.016612653,0.000795553,0.119465693,-0.003898369,0.000134742,0.002068259,-0.009813829,-0.12810774,0.008848307,0.028974918,0.054764085,0.049122407,-0.060992888,-0.019725928,-0.053665923,0.035814599,0.04702099,0.020579783,-0.0021004,-0.041963115,-0.112875525,0.041024328,0.077547489,0.017152153,-0.00513018,-0.007828075,0.015243153,0.039727048,-0.150822745,-0.015650804,-0.055458247,0.018224287,0.010888406,-0.031616074,-0.011441349,0.012908908,0.001837625,0.017723745,-0.092937383,0.106105982,-0.00426302
2/26/2010,0.010720809,-0.278417194,-0.11785982,-0.201194706,0.00013579,0.032282592,0.023494051,0.036308882,-0.004263629,0.024683385,0.000593787,0.068588475,0.085643994,0.288650158,0.047984958,0.045006573,0.072306368,0.047233869,0.132636965,-0.008035181,0.032519645,0.044801747,-0.002185551,0.003151146,0.006398193,0.070232063,0.035450576,0.01337142,0.016362046,0.075219655,-0.024457741,0.021607396,0.063107482,0.07578951,0.052551476,0.005410477,-0.006336165,-0.002116538,-0.003033562,0.093096859,0.040166929,0.024974342,-0.025572251,0.002635048,0.040325671,0.030568142,0.051920057,0.039900832,0.011229779,-0.162139865,-0.027153585,0.11110903,0.011967714,0.064988942,0.037148308,-0.032544972,0.130113198,-0.014618483,0.038554269,-0.042160322,0.03616359,-0.003324268,0.034746557,0.060302516,-0.140122183,-0.026784117,0.030565698,0.038561872,0.016860199,0.048218576,-0.150139521,0.003995308,-0.059934842,-0.041683088,-0.037428472,0.014938108,-0.044268636
3/31/2010,-0.017291236,0.280491349,0.101135986,0.103587443,0.015868604,-0.059041444,0.05142511,-0.002283583,0.02099548,0.245867487,0.056597575,-0.138502659,-0.01315822,-0.032725349,-0.02452072,-0.001000701,0.04908961,0.098623058,-0.015296343,0.001213957,0.003269343,-0.007602948,-0.04842924,0.041931787,-0.038313209,-0.01978281,0.040732011,-0.006103273,0.039739507,-0.004131453,0.047894586,-0.015300987,-0.088866172,-0.053508637,0.01928306,0.004979022,0.0636936,-0.002380742,-0.000443424,0.081772084,-0.033264404,-0.037508151,0.010050751,0.023408091,0.003428482,-0.035475957,0.024111724,0.008869019,0.01586471,-0.089980849,-0.14112694,-0.00095184,-0.021193932,-0.001525103,-0.052189371,0.053429767,0.070449966,0.009132447,0.046956983,-0.040498427,-0.054696044,0.025078087,-0.022774356,0.03256509,0.04772021,-0.030476732,-0.010078651,-0.018494977,0.002995147,-0.047869792,0.014367405,0.04101571,-0.057135356,0.025343231,-0.069005048,-0.015678259,-0.017587694
4/30/2010,-0.101322517,0.034193003,-0.008782992,-0.000233256,0.003589026,0.068421014,0.068260164,0.063684146,0.071325307,0.045201274,0.0008989,-0.02222797,0.043495772,0.052465145,0.001640167,0.048084306,-0.010947017,-0.112680032,0.010323205,-0.012457286,-0.010822076,0.01119067,0.007006656,-0.034150987,-0.058714371,-0.011484508,0.001698057,-0.011234904,0.087734481,-0.002715819,0.109982684,0.044271104,0.039818088,-0.004710114,-0.052900919,-0.02310949,-0.055087895,0.017424692,-0.01443479,0.005855459,0.032357998,0.055555162,0.00364947,0.104383174,0.04057394,-0.028304965,0.00116144,-0.055926788,0.012619028,0.001541585,0.028394109,0.059083321,-0.022651151,0.003466033,0.055021661,-0.013450045,0.065911074,0.025770489,-0.031058397,-0.179710118,-0.019164638,-0.00053292,-0.034755438,-0.002751818,0.122475897,-0.029818576,-0.028399101,0.056109412,-0.057797413,-0.058319916,0.032959148,0.002577863,0.050903124,0.080869362,-0.00616081,0.070487488,0.050832355
5/31/2010,0.048601784,0.027345034,0.080478849,0.068390926,-0.029729641,0.015966363,0.08585764,-0.021086545,0.011820028,0.029535442,0.089367302,0.053371045,0.044820047,0.023767304,0.015454677,0.014211513,-0.03187298,0.000967378,0.031264329,0.037305471,-0.015195792,-0.00650627,0.058582627,0.022747149,0.018733844,0.025009716,0.059608792,-0.026776812,0.060006389,-0.037195787,0.05150862,0.039230769,0.039192529,0.031993744,-0.01028991,0.080633786,0.114665327,-0.011179099,-0.048057888,0.069049362,0.003447627,0.021029118,-0.183148619,0.037723173,0.056383771,0.048139592,0.07704702,0.117362339,0.022247849,0.064937435,0.017121565,0.006093719,0.067151284,0.007042443,0.016032408,0.054818137,0.039958329,0.089203939,0.106432496,0.002137004,-0.034370736,0.052778332,-0.043454924,0.062079596,0.077944242,-0.006453128,0.049652815,-0.014301118,0.069910487,0.015544681,0.167665394,0.042996365,0.040989148,0.103823292,0.03888663,0.022851701,0.014162795
6/30/2010,0.073016883,0.048620074,-0.021746376,0.276948953,0.00081511,0.012299701,0.097242398,0.036619006,0.053830869,0.081329868,0.208470416,0.008388397,0.109310795,-0.037313231,0.056041105,0.0018797,-0.020666637,0.02245279,0.066549716,0.072635265,0.077954305,0.009837445,0.004821316,0.037429531,0.006466102,-0.056584144,0.026542415,0.006130618,0.040024107,0.047708485,-0.078092212,0.014482619,0.074768306,0.129028273,0.121798045,0.016935748,0.127981984,0.025149089,0.055045873,0.078710342,0.036285538,-0.03293273,0.049834774,0.000891663,-0.010212356,0.090919159,0.020739909,-0.000533571,0.015937603,0.013078126,0.081822818,0.097608027,0.049049871,-0.007389147,-0.004982571,-0.038915629,0.192578884,0.09582452,0.09463961,0.027460649,0.07132469,0.016563467,0.077371826,-0.034772296,0.047994474,-0.014303197,-0.016216392,0.073601187,0.097326994,0.061623278,0.207181705,0.07344748,-0.037557975,-0.163219084,0.150621759,0.101150098,0.022885584
7/30/2010,-0.059767241,-0.179758752,-0.099895841,0.025505348,-0.018772252,-0.049061889,-0.066666606,-0.079247291,-0.143175268,0.073694386,0.024603592,-0.007013873,-0.070861722,-0.146570517,-0.104835697,-0.014184635,-0.079028141,0.014825307,-0.147919673,-0.074054421,-0.061284541,-0.030483924,-0.101513862,-0.079919055,-0.152212509,-0.096582344,-0.044470573,-0.120544441,0.040288463,-0.036962248,-0.049453834,-0.074663156,-0.117861391,-0.105145398,-0.106551093,-0.176892927,-0.129812169,-0.072963856,-0.145915033,-0.085858547,-0.055368324,0.050581543,0.017126743,-0.121634024,-0.017950836,-0.081794811,-0.04907968,-0.077665978,-0.146379644,-0.104000133,-0.147760899,0.017137098,-0.011532549,0.006548817,-0.059052432,0.036663048,-0.173559713,-0.095194263,-0.073869849,-0.217662022,-0.138073433,-0.090030849,-0.070900137,-0.060594484,-0.155630051,-0.082131302,-0.060482115,-0.041101235,-0.177028335,-0.150525633,-0.108746065,-0.025615305,-0.089362404,-0.143571068,0.000951785,0.006567712,-0.140721279
8/31/2010,-0.121009233,-0.24655532,-0.032024084,0.17273196,-0.088561274,-0.035289506,-0.158570778,-0.080124489,-0.073160487,-0.015672199,-0.071156744,-0.194801225,-0.129951636,-0.294581315,-0.16988102,-0.002861232,-0.061488146,-0.012378877,-0.088648924,-0.01654184,-0.02509917,-0.086314585,-0.077429733,-0.012503102,-0.208799149,-0.082343624,-0.037675486,-0.112310423,-0.01995449,-0.077880527,0.020903771,-0.050506641,-0.020207612,-0.090285214,0.003336168,-0.135949562,-0.009456684,-0.022330469,-0.048987884,-0.064792723,0.001307285,-0.066556808,-0.079086248,-0.043719999,-0.029097573,-0.027963969,0.015903818,-0.04033421,-0.073172181,-0.141641323,-0.080201149,-0.062130101,-0.073643645,-0.054978483,-0.03515945,-0.052780627,-0.020922835,-0.034492859,0.051959739,-0.107991649,-0.185949704,-0.066821809,-0.058655473,-0.068872475,-0.160019667,-0.159318264,-0.036137306,-0.053854988,-0.101805516,-0.136300928,-0.008916757,-0.019877618,-0.068318145,-0.303260085,-0.018208645,-0.070646125,-0.035101616
9/30/2010,0.065034167,0.014146739,0.090676967,-0.033787561,0.102480455,0.07153704,0.052993333,0.029250114,0.092950231,-0.037014036,-0.031269653,-0.032914494,-0.035946603,-0.176717201,0.071553049,-0.013461742,-0.094442732,0.106779962,0.105002004,-0.003771095,0.039543713,0.037041855,0.119817216,0.042757418,0.189177381,-0.050381597,0.063337448,0.07467914,0.016222615,0.021443349,0.006597962,0.065637981,0.012037569,0.054791035,0.102143346,0.11977928,0.021644817,0.020285201,0.040216766,-0.019001037,0.053361109,0.066320878,0.083509448,0.122359105,0.009254563,-0.027599719,0.045208443,0.113680549,0.051929323,0.135303313,0.123625655,0.03024132,-0.016023099,0.050351652,0.053223374,0.212506588,0.083183062,0.063980624,0.034727512,0.259064836,0.058079784,0.116081381,0.135302608,0.028625389,0.219865786,0.129652114,0.043462031,0.111715897,0.146443367,0.12685521,0.076829587,0.051749128,0.168245486,0.104550017,0.05255516,0.067540397,0.141712647
10/29/2010,0.010565096,0.053977363,0.035283465,-0.12576606,0.115247186,-0.080905329,-0.027189173,-0.016469778,-0.05865197,0.123045558,-0.07897541,0.01212802,-0.138925295,0.089992166,-0.09707262,0.014416396,0.01094502,-0.033369569,-0.231719707,-0.057550948,-0.057453951,-0.081461764,-0.12421346,-0.087111854,-0.035148368,-0.027576194,-0.041482102,-0.071426766,-0.028948097,-0.071667927,-0.071991903,-0.065040166,-0.091869604,-0.054920075,-0.074548384,-0.109461022,-0.028590446,-0.063531545,0.052216724,-0.09665128,0.001720811,-0.041884416,-0.010678536,-0.057495568,-0.028341012,-0.041482732,0.001558847,-0.014941957,-0.08533131,-0.019428093,-0.146587002,-0.030891867,-0.058361901,-0.032942554,-0.116898747,0.084783836,-0.135019147,-0.064229126,-0.059288276,-0.134308462,-0.059275584,-0.082239675,-0.150652217,-0.026257832,-0.113245061,-0.088161873,-0.106383403,-0.032534263,-0.087760364,-0.050786797,-0.068588835,-0.114598305,-0.113703021,-0.08195708,-0.012002997,-0.106051208,-0.010442524
11/30/2010,0.06921619,-0.107363942,0.011292839,0.119082194,0.097141595,0.111316744,0.092767819,0.060685936,0.117729269,0.008644113,0.120109369,0.039158288,0.028551789,0.116454716,-0.020759683,0.008551121,-0.056731629,-0.015784932,0.09246576,0.067123584,-0.003225035,0.042281692,0.044466409,0.062621741,0.045227933,0.107034847,0.16049011,0.035453328,0.101023143,0.026833206,0.01968137,0.112921605,0.119653429,0.155246377,-0.000850279,0.056116397,0.148300025,0.042769479,-0.035651961,0.057831477,-0.003053817,0.07332516,0.086018506,0.047416289,0.047477331,0.016327828,0.041693888,0.120397942,0.023857386,0.027380502,0.025067905,-0.010449002,0.06769871,0.056242991,0.020838911,0.128776744,0.06293927,0.150713036,-0.01799885,0.063095023,-0.00936536,0.084619685,0.140626973,0.070349671,-0.017185614,0.074952035,0.059459501,0.077950889,0.169457411,0.115569357,0.15889247,0.119239926,0.064067038,0.075354718,0.203935372,0.164630181,0.111438817
12/30/2010,0.027359617,0.029737134,0.019315789,0.508139506,0.056362116,0.066132323,0.11338488,0.03667616,0.114775414,0.016495187,0.074381701,-0.059139654,-0.004602716,0.021503743,0.103847762,0.022451832,0.114534892,-0.027955965,0.130196773,0.04887244,0.086640913,0.00542265,0.103472529,0.079345053,0.098157419,0.050199546,0.100668618,0.07069851,0.077672129,0.013662837,0.04695301,0.146643201,0.153101029,0.052067347,0.027916673,0.081532181,0.028155021,0.076801651,0.106374632,-0.019879565,0.104899053,0.081720058,0.014093161,-0.013110166,-0.005192068,0.089123508,0.013847897,0.046852616,0.133598863,0.091073025,0.042861535,-0.00888957,0.016463567,0.10657998,0.081592659,-0.094291959,0.18936194,0.132360653,0.070642583,-0.056877158,0.063153995,0.036058609,0.071200964,0.015981413,-0.091317758,0.117819849,0.092332533,0.069512681,0.055612411,0.042798626,-0.047305849,0.117125685,0.077129583,0.080202947,0.082536118,0.061233242,0.085091365
1/31/2011,0.02746727,-0.276064056,-0.107617489,-0.167552987,-0.012680001,-0.093786749,0.049831503,-0.054126259,-0.01814381,-0.170432433,0.035283429,0.077230636,-0.023015963,0.135124848,-0.052232207,0.009208168,-0.057803263,-0.056175698,-0.019339599,-0.089749063,-0.03018474,-0.035598667,-0.117348819,-0.099228058,-0.181952953,-0.13490443,-0.0248805,-0.105847237,-0.040059074,-0.033101127,-0.080421567,-0.01375619,0.03434815,-0.025062181,-0.073431798,-0.085266359,-0.012731568,-0.068171859,-0.056022372,-0.10524881,-0.077492526,-0.130948342,-0.116846376,-0.05062469,-0.045269176,-0.071405276,-0.011857846,-0.070334203,-0.103190875,0.003298675,-0.121920242,0.048018544,-0.121774643,-0.024129179,-0.021129801,-0.047728411,0.136717812,0.04996618,0.025317808,-0.267762347,-0.070109596,-0.048431516,-0.078410563,-0.083742211,-0.083742464,-0.163329129,-0.124240395,-0.025054564,-0.044470198,-0.127382911,0.078340668,-0.126848272,-0.078687416,-0.115957142,0.03440729,0.028351102,-0.015196726
2/28/2011,-0.003009218,0.137014507,-0.002585651,0.009460792,0.042708453,0.036576392,0.011482412,0.000693056,0.0465922,0.15389817,-0.015268061,0.046348017,-0.081794644,0.033600799,0.042299324,0.030688329,0.010108389,-0.069977024,0.10584704,0.025137543,-0.006194329,0.052931295,0.018780416,0.001595367,0.075114912,0.012766763,0.030077394,0.041954932,0.068311409,0.052607601,0.098034146,0.024812559,0.023871404,-0.014814884,-0.012357027,0.060324844,-0.055339397,0.025709663,-0.06399057,0.063555521,-0.013949517,-0.009014972,0.118330987,0.080477654,-0.012167958,0.091198068,0.018710541,-0.057436545,0.030729597,0.044883927,0.076772668,-0.001162492,0.023834637,0.031023772,0.102227918,0.026271644,-0.014701189,0.065695264,0.036331929,0.038745133,-0.003206868,0.03709653,0.086878606,0.001171222,-0.030276002,0.037326003,0.050075668,-0.000563685,0.032491845,0.058979942,0.111366541,0.042556614,0.027263627,0.050338452,-0.02739382,-0.011460523,0.137006363
3/31/2011,-0.029721767,0.047439633,-0.032897704,0.400753491,-0.044071935,-0.007004207,0.037009965,-0.020594101,-0.017691016,0.000406816,0.047216994,0.026724082,0.062552172,0.481708414,-0.010893174,-0.085315846,0.03736776,0.048003442,0.127578751,0.136155828,0.020065027,-0.056117573,0.202727254,0.046649982,0.119857549,0.064255022,-0.042761013,0.11712024,0.013955379,-0.059874129,0.059118867,0.026888535,-0.022748945,-0.043839896,0.063153731,0.060648299,0.000115963,-0.039358094,0.015885969,0.017021939,0.07632892,-0.036563743,0.029189934,0.054017285,0.027836681,0.009679991,-0.073357785,-0.00115669,0.034272782,0.069206871,0.099657494,-0.039984244,0.039025156,-0.002278994,0.067758744,-0.001791032,0.140441322,-0.050344736,0.022879931,0.22763598,0.109904314,0.080404989,0.061879404,0.041696468,0.149362758,0.09889134,0.043812232,-0.02197595,-0.002877781,0.044416015,-0.01621418,0.047268256,0.127549884,0.038521589,-0.004959555,-0.039721397,0.041049348
4/29/2011,0.019663926,0.246484838,0.050222487,-0.041953224,-0.032807079,-0.006733141,-0.020686554,-0.08375618,-0.00766711,0.028227877,0.01688527,-0.007171076,-0.05976845,-0.083392763,-0.058323705,0.018225924,-0.030923054,-0.011472896,-0.016941521,0.018258422,0.001971864,-0.003173258,-0.026432518,-0.036843695,-0.015173571,-0.022573033,-0.0262214,-0.001408881,0.081209885,-0.000241511,0.031641058,0.035034827,0.029358137,0.003031078,-0.007849328,0.019146302,-0.06799356,0.003981705,0.019759011,0.032333308,-0.015065195,-0.007505578,0.044119696,0.020903585,0.040343157,-0.055224103,-0.028215872,-0.059235738,0.041143034,0.023347784,-0.015316709,0.003926498,-0.035343548,-0.002254235,0.03487166,0.03652128,0.004593135,0.035447948,-0.064224401,-0.048427686,-0.050269654,-0.023451929,-0.042032364,-0.013540604,0.069388788,-0.013113677,0.004066363,-0.012400958,0.05239724,-0.02519036,0.002356559,-0.054830225,-0.100732395,-0.230098281,0.030516662,0.014961149,-0.013593808
5/31/2011,-0.030803824,0.071444868,-0.01344881,-0.23809517,0.016613072,0.015796155,0.048595275,-0.021489392,0.000932693,0.062832347,-0.023985396,-0.005116209,-0.028365764,-0.216470688,-0.048109956,0.010401985,-0.061070831,-0.054687437,0.01212561,0.007009943,-0.043138116,0.024249956,-0.02728102,-0.002062869,-0.011400317,0.006668841,-0.010735472,-0.021842172,-0.021099075,0.018175432,-0.038168245,0.018105802,0.015598035,-0.022618586,-0.046994721,0.021753591,0.002693275,0.027033304,0.019892071,-0.028255685,0.009225109,0.019311669,-0.008163148,-0.029932992,0.029526386,0.008836042,-0.001080497,0.096862575,-0.087624833,-0.093496772,-0.010069827,-0.012232387,-0.011642495,-0.025330384,-0.102630405,0.003050316,-0.071064125,0.037594154,0.100777164,-0.001900055,-0.083888222,0.047032347,0.036085552,0.038829552,-0.141878675,-0.007484006,-0.024905486,0.042174725,0.053322538,-0.013206997,0.015558162,-0.007186511,-0.045727451,-0.013523304,0.008534788,0.007110516,0.114067274
6/30/2011,-0.011042654,-0.174327659,-0.038782382,-0.053404098,0.040441441,0.048107469,-0.074728432,0.043284673,0.001939746,-0.000811759,-0.067340493,0.036671145,-0.089152974,0.006498948,-0.058626542,0.017716081,0.073836962,0.040696685,-0.130261465,-0.002554761,0.028298273,-0.002676034,0.041551496,0.025068077,0.008871564,0.068072404,0.066073633,-0.009371519,-0.02190472,-0.012000155,-0.060335758,-0.028159664,0.114322367,0.099186198,0.034237914,0.006393527,0.089310542,0.054215768,-0.019716701,-0.13083326,-0.00110912,0.043738306,-0.009081524,0.066237757,0.056345918,0.01395765,0.041297557,0.0409298,0.000881389,0.055332223,0.02222207,0.006859085,-0.008286821,0.017716309,-0.006839304,0.008927001,0.047069914,0.032334918,0.002269118,-0.010945914,0.058116851,-0.036599595,0.055794916,0.046925668,0.073132349,-0.050140209,-0.043060812,0.028591391,-0.003571709,0.041839804,0.033577553,0.004303842,-0.015253751,0.01591389,0.083403007,-0.011093068,0.090394543
7/29/2011,-0.055180572,-0.229077178,-0.020996369,-0.432591571,-0.013086665,-0.110413286,-0.11260137,-0.039860756,-0.109281563,-0.123888426,-0.028828722,-0.066094038,-0.094791312,-0.056962546,-0.075724086,0.010115029,0.044788747,-0.018517023,-0.095958146,-0.085365363,-0.003546393,-0.053778181,-0.173318196,-0.056310489,-0.095119471,-0.05952342,-0.067145678,-0.145670255,-0.063900508,-0.017792322,-0.080929626,-0.10919125,-0.140710574,-0.022872236,-0.081835523,-0.077247077,-0.062162794,-0.032056325,-0.05100591,-0.119373028,-0.177761247,-0.092294743,-0.058330982,-0.043371932,-0.068509706,-0.044056238,-0.031079668,-0.023780214,-0.112140102,0.0311698,-0.09258081,-0.022754431,-0.035971624,-0.067648857,-0.010842886,0.068450137,-0.030960795,-0.09870377,-0.022926268,-0.152752681,-0.240106882,-0.081998901,-0.060676877,-0.03520271,-0.195662986,-0.158808834,-0.094152474,-0.042153366,-0.073087221,-0.159507198,-0.102543267,-0.005523928,-0.018597216,-0.350966977,-0.123022777,-0.111558361,-0.081093398
8/31/2011,0.046202743,-0.098209453,-0.10376471,0.047629968,0.073446305,0.025063078,0.0489786,0.003344919,0.030475185,-0.016840903,0.014358231,0.005966621,-0.040002843,-0.203601637,0.07132778,-0.038233095,-0.072657646,-0.03670036,-0.050875726,-0.022125857,-0.016375528,0.019807435,0.016977153,0.033848817,-0.0131821,0.031282993,0.050988972,0.002245631,0.006392614,0.005300686,-0.077458059,0.020274244,0.073184633,0.066448903,0.020468994,-0.025615864,0.027738224,0.011758178,0.008132318,-0.085310493,-0.004144036,-0.037405398,-0.015814491,-0.033809846,0.002754653,-0.005167711,-0.060089719,0.013666998,-0.004246108,0.057586104,-0.02889221,0.001002008,-0.059524391,0.011181254,-0.049156931,0.126963656,0.00257364,0.017057086,-0.05972637,-0.006444571,0.007987724,-0.015825006,-0.049083457,-0.007733001,-0.100726365,-0.025395468,-0.01695165,0.00498428,-0.041231174,-0.031171878,-0.053258045,0.004192056,-0.073091273,-0.072229605,0.1090999,-0.054863191,0.044742635
